取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2025/03/15 11:38:36,"1,820",-,-,-,-,日本,支払い,サイゼリヤ - 中央店,PayPayあと払い,-,本人,05012200000115
2025/03/15 16:43:26,"5,770",-,-,-,-,日本,支払い,ガス料金 請求書払い,PayPay残高,-,本人,05012200000094
2025/03/16 22:59:34,-,26,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000116
2025/03/16 22:59:34,"1,769",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000116
2025/03/17 19:42:14,-,20,-,-,-,日本,ポイント、残高の獲得,QBハウス - 駅前店,PayPayポイント,-,本人,05012200000119
2025/03/17 19:42:14,"1,350",-,-,-,-,日本,支払い,QBハウス - 駅前店,クレジット Mastercard 0000,ー回払い,本人,05012200000119
2025/03/17 20:30:17,-,4,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000118
2025/03/17 20:30:17,887,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,クレジット Mastercard 0000,ー回払い,本人,05012200000118
2025/03/17 20:50:47,-,33,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000117
2025/03/17 20:50:47,"3,399",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000117
2025/03/18 15:06:37,"4,378",-,-,-,-,日本,支払い,ソフトバンク 携帯料金,クレジット Mastercard 0000,ー回払い,本人,05012200000090
2025/03/19 14:50:47,-,31,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000120
2025/03/19 14:50:47,"6,375",-,-,-,-,日本,支払い,イオン - 中央店,PayPayあと払い,-,本人,05012200000120
2025/03/20 16:18:25,-,49,-,-,-,日本,ポイント、残高の獲得,ドン・キホーテ - 大通り店,PayPayポイント,-,本人,05012200000121
2025/03/20 16:18:25,"4,980",-,-,-,-,日本,支払い,ドン・キホーテ - 大通り店,PayPay残高,-,本人,05012200000121
2025/03/21 10:12:28,-,13,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000123
2025/03/21 10:12:28,"2,716",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPay残高,-,本人,05012200000123
2025/03/21 14:05:44,"6,575",-,-,-,-,日本,支払い,電気料金 請求書払い,PayPay残高,-,本人,05012200000093
2025/03/21 18:22:02,-,4,-,-,-,日本,ポイント、残高の獲得,交通系ICチャージ,PayPayポイント,-,本人,05012200000125
2025/03/21 18:22:02,915,-,-,-,-,日本,支払い,交通系ICチャージ,PayPay残高,-,本人,05012200000125
2025/03/21 18:50:23,-,85,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000122
2025/03/21 18:50:23,"5,728",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000122
2025/03/21 22:35:39,-,39,-,-,-,日本,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,本人,05012200000124
2025/03/21 22:35:39,"2,635",-,-,-,-,日本,支払い,Amazon.co.jp,PayPayあと払い,-,本人,05012200000124
2025/03/22 19:43:03,-,6,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000126
2025/03/22 19:43:03,606,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPay残高,-,本人,05012200000126
2025/03/23 08:06:40,-,9,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000127
2025/03/23 08:06:40,"1,997",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000127
2025/03/23 21:36:17,-,16,-,-,-,日本,ポイント、残高の獲得,ガスト - 中央店,PayPayポイント,-,本人,05012200000128
2025/03/23 21:36:17,"1,103",-,-,-,-,日本,支払い,ガスト - 中央店,PayPay残高,-,本人,05012200000128
2025/03/24 09:36:13,-,3,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000129
2025/03/24 09:36:13,733,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,クレジット Mastercard 0000,ー回払い,本人,05012200000129
2025/03/24 11:18:33,-,14,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000130
2025/03/24 11:18:33,"1,407",-,-,-,-,日本,支払い,丸亀製麺 本町,PayPayあと払い,-,本人,05012200000130
2025/03/26 15:05:20,-,12,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000131
2025/03/26 15:05:20,"2,463",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000131
2025/03/27 18:13:18,-,2,-,-,-,日本,ポイント、残高の獲得,ブックオフ - 大通り店,PayPayポイント,-,本人,05012200000133
2025/03/27 18:13:18,546,-,-,-,-,日本,支払い,ブックオフ - 大通り店,PayPay残高,-,本人,05012200000133
2025/03/27 21:10:07,-,25,-,-,-,日本,ポイント、残高の獲得,スシロー - 大通り店,PayPayポイント,-,本人,05012200000132
2025/03/27 21:10:07,"5,147",-,-,-,-,日本,支払い,スシロー - 大通り店,PayPayあと払い,-,本人,05012200000132
2025/03/27 21:14:00,-,"30,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000097
2025/03/30 20:12:33,-,71,-,-,-,日本,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,本人,05012200000134
2025/03/30 20:12:33,"14,349",-,-,-,-,日本,支払い,Amazon.co.jp,PayPay残高,-,本人,05012200000134
2025/03/31 22:19:21,-,5,-,-,-,日本,ポイント、残高の獲得,タイムズ 中央第2,PayPayポイント,-,本人,05012200000135
2025/03/31 22:19:21,516,-,-,-,-,日本,支払い,タイムズ 中央第2,PayPayあと払い,-,本人,05012200000135
2025/04/03 18:31:01,-,13,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000143
2025/04/03 18:31:01,928,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000143
2025/04/05 12:12:38,-,4,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000144
2025/04/05 12:12:38,907,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000144
2025/04/06 17:23:12,-,5,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000145
2025/04/06 17:23:12,"1,187",-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000145
2025/04/06 18:39:50,-,11,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000146
2025/04/06 18:39:50,"2,285",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000146
2025/04/07 10:40:29,-,23,-,-,-,日本,ポイント、残高の獲得,ニトリ - 北町店,PayPayポイント,-,本人,05012200000147
2025/04/07 10:40:29,"4,658",-,-,-,-,日本,支払い,ニトリ - 北町店,PayPay残高,-,本人,05012200000147
2025/04/08 13:42:22,-,6,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000148
2025/04/08 13:42:22,"1,374",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000148
2025/04/08 18:52:26,"1,590",-,-,-,-,日本,支払い,Netflix,クレジット Mastercard 0000,ー回払い,本人,05012200000137
2025/04/09 17:36:15,-,2,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000151
2025/04/09 17:36:15,531,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000151
2025/04/09 17:38:26,-,6,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000149
2025/04/09 17:38:26,415,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000149
2025/04/09 20:38:27,-,6,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000150
2025/04/09 20:38:27,"1,292",-,-,-,-,日本,支払い,ファミリーマート 本町店,PayPayあと払い,-,本人,05012200000150
2025/04/11 11:27:17,-,10,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000152
2025/04/11 11:27:17,681,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPay残高,-,本人,05012200000152
2025/04/12 09:23:24,980,-,-,-,-,日本,支払い,Spotify,クレジット Mastercard 0000,ー回払い,本人,05012200000138
2025/04/13 07:04:59,-,"10,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000141
2025/04/13 09:08:43,-,83,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000155
2025/04/13 09:08:43,"5,561",-,-,-,-,日本,支払い,Yahoo!ショッピング,PayPay残高,-,本人,05012200000155
2025/04/13 10:37:20,-,3,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000153
2025/04/13 10:37:20,775,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,クレジット Mastercard 0000,ー回払い,本人,05012200000153
2025/04/13 13:10:37,-,14,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000154
2025/04/13 13:10:37,"1,493",-,-,-,-,日本,支払い,すき家 - 東口店,クレジット Mastercard 0000,ー回払い,本人,05012200000154
2025/04/14 14:55:37,-,11,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000156
2025/04/14 14:55:37,"2,378",-,-,-,-,日本,支払い,すき家 - 東口店,クレジット Mastercard 0000,ー回払い,本人,05012200000156
2025/04/15 15:52:30,"6,002",-,-,-,-,日本,支払い,ガス料金 請求書払い,PayPay残高,-,本人,05012200000140
2025/04/15 18:12:40,-,10,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000157
2025/04/15 18:12:40,"2,098",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000157
2025/04/15 22:12:32,-,95,-,-,-,日本,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,本人,05012200000158
2025/04/15 22:12:32,"9,578",-,-,-,-,日本,支払い,Amazon.co.jp,クレジット Mastercard 0000,ー回払い,本人,05012200000158
2025/04/16 09:41:01,-,"20,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000142
2025/04/16 19:42:37,-,20,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000159
2025/04/16 19:42:37,"1,372",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000159
2025/04/17 09:01:24,-,79,-,-,-,日本,ポイント、残高の獲得,ドン・キホーテ - 大通り店,PayPayポイント,-,本人,05012200000161
2025/04/17 09:01:24,"7,948",-,-,-,-,日本,支払い,ドン・キホーテ - 大通り店,PayPay残高,-,本人,05012200000161
2025/04/17 16:13:03,-,4,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000160
2025/04/17 16:13:03,435,-,-,-,-,日本,支払い,ファミリーマート 本町店,クレジット Mastercard 0000,ー回払い,本人,05012200000160
2025/04/18 10:33:28,"4,378",-,-,-,-,日本,支払い,ソフトバンク 携帯料金,クレジット Mastercard 0000,ー回払い,本人,05012200000136
2025/04/18 16:37:26,-,19,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000162
2025/04/18 16:37:26,"1,270",-,-,-,-,日本,支払い,すき家 - 東口店,PayPay残高,-,本人,05012200000162
2025/04/20 08:43:08,-,35,-,-,-,日本,ポイント、残高の獲得,スシロー - 大通り店,PayPayポイント,-,本人,05012200000165
2025/04/20 08:43:08,"3,506",-,-,-,-,日本,支払い,スシロー - 大通り店,PayPayあと払い,-,本人,05012200000165
2025/04/20 18:49:47,-,27,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000163
2025/04/20 18:49:47,"5,436",-,-,-,-,日本,支払い,イオン - 中央店,PayPayあと払い,-,本人,05012200000163
2025/04/20 20:38:36,-,13,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000164
2025/04/20 20:38:36,876,-,-,-,-,日本,支払い,すき家 - 東口店,PayPay残高,-,本人,05012200000164
2025/04/21 10:54:32,-,2,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000166
2025/04/21 10:54:32,470,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000166
2025/04/21 20:29:11,"6,429",-,-,-,-,日本,支払い,電気料金 請求書払い,PayPay残高,-,本人,05012200000139
2025/04/23 15:15:15,-,43,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000167
2025/04/23 15:15:15,"8,705",-,-,-,-,日本,支払い,Yahoo!ショッピング,クレジット Mastercard 0000,ー回払い,本人,05012200000167
2025/04/28 07:44:12,-,16,-,-,-,日本,ポイント、残高の獲得,マツモトキヨシ - 東口店,PayPayポイント,-,本人,05012200000168
2025/04/28 07:44:12,"3,259",-,-,-,-,日本,支払い,マツモトキヨシ - 東口店,クレジット Mastercard 0000,ー回払い,本人,05012200000168
2025/05/01 15:55:38,-,1,-,-,-,日本,ポイント、残高の獲得,タイムズ 中央第2,PayPayポイント,-,本人,05012200000177
2025/05/01 15:55:38,362,-,-,-,-,日本,支払い,タイムズ 中央第2,PayPay残高,-,本人,05012200000177
2025/05/01 22:53:01,-,25,-,-,-,日本,ポイント、残高の獲得,ニトリ - 北町店,PayPayポイント,-,本人,05012200000176
2025/05/01 22:53:01,"5,099",-,-,-,-,日本,支払い,ニトリ - 北町店,PayPay残高,-,本人,05012200000176
2025/05/02 17:48:13,-,8,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000178
2025/05/02 17:48:13,878,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000178
2025/05/03 22:40:37,-,10,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000179
2025/05/03 22:40:37,"2,173",-,-,-,-,日本,支払い,すき家 - 東口店,PayPay残高,-,本人,05012200000179
2025/05/05 09:34:31,-,10,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000180
2025/05/05 09:34:31,"2,045",-,-,-,-,日本,支払い,すき家 - 東口店,PayPay残高,-,本人,05012200000180
2025/05/06 07:38:47,-,26,-,-,-,日本,ポイント、残高の獲得,サイゼリヤ - 中央店,PayPayポイント,-,本人,05012200000182
2025/05/06 07:38:47,"2,663",-,-,-,-,日本,支払い,サイゼリヤ - 中央店,PayPay残高,-,本人,05012200000182
2025/05/06 15:34:45,-,8,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000181
2025/05/06 15:34:45,"1,708",-,-,-,-,日本,支払い,イオン - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000181
2025/05/08 14:54:14,"1,590",-,-,-,-,日本,支払い,Netflix,クレジット Mastercard 0000,ー回払い,本人,05012200000170
2025/05/08 21:34:11,-,11,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000183
2025/05/08 21:34:11,"2,220",-,-,-,-,日本,支払い,すき家 - 東口店,PayPay残高,-,本人,05012200000183
2025/05/09 09:22:06,"5,043",-,-,-,-,日本,支払い,水道料金 請求書払い,PayPay残高,-,本人,05012200000174
2025/05/09 12:29:35,-,12,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000184
2025/05/09 12:29:35,"1,266",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000184
2025/05/09 13:28:43,-,31,-,-,-,日本,ポイント、残高の獲得,スシロー - 大通り店,PayPayポイント,-,本人,05012200000186
2025/05/09 13:28:43,"2,111",-,-,-,-,日本,支払い,スシロー - 大通り店,PayPayあと払い,-,本人,05012200000186
2025/05/09 21:53:04,-,12,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000185
2025/05/09 21:53:04,"2,471",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPay残高,-,本人,05012200000185
